location,country,date,current_infected,cumulative_infected,new_infected,deaths,recovered,recovery_rate,mortality_rate,population_impact_percentage
Phoenix,India,2024-06-05,273948,444149,98695,12907,157294,35.41469191645146,2.9060067679990276,7.856579207816584
Phoenix,India,2024-06-06,4296,79127,29,118,74713,94.42162599365577,0.14912735223122323,2.850464024000571
Phoenix,International,2024-06-07,363873,431363,350975,10562,56928,13.197237593395815,2.4485178376448604,4.797177318503735
Phoenix,India,2024-06-08,75072,186768,5046,7458,104238,55.81148804934464,3.9931894114623487,9.296926411279284
Phoenix,India,2024-06-09,299035,628710,126237,9561,320114,50.91600260851585,1.5207329293314884,9.447226576111776
Phoenix,International,2024-06-10,78187,264534,48699,5557,180790,68.34282171667914,2.100675149508192,5.009361283428455
Phoenix,India,2024-06-11,341537,399397,290980,2865,54995,13.769507532605402,0.7173313770509042,5.726192466315714
Phoenix,International,2024-06-12,268829,291164,200523,8734,13601,4.6712505666909365,2.999684026871454,3.3904754984568637
Phoenix,International,2024-06-13,165450,210590,148350,2522,42618,20.237428177976163,1.197587729711762,8.153592164746003
Phoenix,India,2024-06-14,28639,249151,20433,1057,219455,88.08112349539034,0.42424072149018066,6.321705653533353
Phoenix,International,2024-06-15,65251,506060,18901,13021,427788,84.53305932102913,2.5730150575030626,8.241654441366766
Phoenix,International,2024-06-16,150209,356046,108160,4038,201799,56.677788825039464,1.1341231189228358,6.283831900975369
Phoenix,International,2024-06-17,1092,305817,449,5345,299380,97.89514644378828,1.7477772654888382,3.4463146317110933
Phoenix,International,2024-06-18,19985,407832,3375,18726,369121,90.50810137507601,4.591596539751663,7.259595068134801
Phoenix,International,2024-06-19,419830,572197,383200,16334,136033,23.77380517549026,2.8546112615060895,5.969376167709262
Phoenix,India,2024-06-20,9140,196830,4153,3079,184611,93.79210486206371,1.5642940608647058,2.5672700266431057
Phoenix,India,2024-06-21,33749,116304,25784,1115,81440,70.02338698583024,0.9586944559086532,4.557370342766727
Phoenix,India,2024-06-22,119070,475071,82355,1842,354159,74.54864641285197,0.3877315180257267,5.951896817802207
Phoenix,International,2024-06-23,214229,391814,120027,471,177114,45.20359150004849,0.1202100996901591,4.189923583144234
Phoenix,India,2024-06-24,135407,582879,61359,13141,434331,74.51477922519082,2.2544987896287223,7.497970110977557
Phoenix,India,2024-06-25,559235,628401,434994,15905,53261,8.475638963018836,2.531027162592039,9.430013325650076
Phoenix,International,2024-06-26,22501,98934,20962,3651,72782,73.5662158610791,3.6903390138880465,4.6586334034948935
Phoenix,India,2024-06-27,56626,125584,13393,2461,66497,52.950216588100396,1.9596445407058225,2.257447199384228
Phoenix,International,2024-06-28,76711,173683,30878,66,96906,55.79475250888112,0.03800026485033078,5.065141706615309
Philadelphia,International,2024-01-01,174603,281499,153566,8899,97997,34.81255706059346,3.161290093392872,7.088267754662976
Philadelphia,India,2024-01-02,124677,126611,40377,667,1267,1.0007029405028,0.5268104667051047,9.908336287576605
Philadelphia,India,2024-01-03,78026,90699,70780,2744,9929,10.947198976835466,3.0253916801728797,4.906335030103699
Philadelphia,India,2024-01-04,434152,580244,317038,21487,124605,21.474586553243117,3.7030973176801485,8.028644118523246
Philadelphia,India,2024-01-05,198545,217553,72327,3514,15494,7.121942699020469,1.6152385855400753,5.150090335434216
Philadelphia,India,2024-01-06,118035,462153,48280,12299,331819,71.79851694135925,2.6612398924165803,8.648528983003969
Philadelphia,International,2024-01-07,36477,280134,2408,4193,239464,85.48194792492164,1.4967836820949976,5.86235169589953
Philadelphia,International,2024-01-08,695586,852508,58742,36855,120067,14.083973405528157,4.323126586495376,8.746819752873112
Philadelphia,India,2024-01-09,57918,153114,44280,3640,91556,59.795969016549755,2.3773136355917814,6.798600442246042
Philadelphia,India,2024-01-10,133888,198397,80134,3825,60684,30.587156055787133,1.9279525396049335,4.486822135293755
Philadelphia,India,2024-01-11,32052,36559,3771,1026,3481,9.521595229628819,2.8064224951448344,1.3828986439203375
Philadelphia,International,2024-01-12,418976,444339,398303,6681,18682,4.204447505170602,1.5035817247642003,7.454962089232913
Philadelphia,International,2024-01-13,37091,303188,9805,10410,255687,84.33282319880733,3.4335131997308603,4.090610611210255
Philadelphia,International,2024-01-14,128953,147813,115038,4839,14021,9.48563387523425,3.2737309979501124,7.804606319168708
Philadelphia,International,2024-01-15,74560,145140,15989,1115,69465,47.86068623398098,0.7682237839327546,1.5679528330749246
Philadelphia,India,2024-01-16,137352,809565,66690,19360,652853,80.642443781537,2.391407731312495,9.74155251394302
Philadelphia,India,2024-01-17,154620,640615,139549,12755,473240,73.87276289190856,1.991055470134168,9.564261493865041
Philadelphia,India,2024-01-18,27307,50355,11154,1581,21467,42.63131764472247,3.1397080726839435,8.747472431260553
Philadelphia,International,2024-01-19,58386,69583,57629,3102,8095,11.633588663897791,4.457985427475101,0.760817343700763
Philadelphia,International,2024-01-20,89435,155475,28431,6924,59116,38.022833252934554,4.453449107573565,2.6161866187880816
Philadelphia,India,2024-01-21,13635,56214,10067,647,41932,74.59351762906039,1.1509588358771836,6.3525893915576805
Philadelphia,India,2024-01-22,42372,68758,26737,2715,23671,34.426539457226795,3.9486314319788245,9.770855685265843
Philadelphia,International,2024-01-23,331344,380720,320705,1614,47762,12.545177558310568,0.42393359949569237,7.252695043337671
Philadelphia,India,2024-01-24,97215,221260,53144,4714,119331,53.9324776281298,2.1305251740034348,4.893168980413613
Philadelphia,International,2024-01-25,160164,172781,105986,3327,9290,5.376748600829952,1.9255589445598762,2.70146034053088
Philadelphia,International,2024-01-26,62824,315443,3482,13719,238900,75.73476032119908,4.349121711370993,4.408645581473355
Philadelphia,India,2024-01-27,149450,405313,125519,19535,236328,58.30753022972369,4.819731910893556,4.342472875950146
Philadelphia,India,2024-01-28,164937,168972,142690,4128,-93,-0.05503870463745473,2.4430083090689583,3.146805481786848
Philadelphia,India,2024-01-29,107572,213419,67920,6200,99647,46.69078198286001,2.9050834274361703,8.898156861289918
Philadelphia,International,2024-01-30,104885,421047,88296,10638,305524,72.56292052906208,2.526558792723853,6.969704042457147
Philadelphia,International,2024-01-31,106491,240963,99927,7144,127328,52.841307586641925,2.9647705249353633,6.449299916012404
Philadelphia,India,2024-02-01,5146,183522,1897,4297,174079,94.85456784472707,2.3414086594522727,2.413133340337375
Philadelphia,International,2024-02-02,10778,40625,5517,900,28947,71.25415384615384,2.215384615384615,3.8077857854536488
Philadelphia,International,2024-02-03,37288,274491,6125,12133,225070,81.99540239935007,4.42018135385131,9.646921634906343
Philadelphia,India,2024-02-04,355303,437069,109246,5749,76017,17.39244833195674,1.3153529534238302,5.132319549065977
Philadelphia,International,2024-02-05,2059,210202,1009,724,207419,98.6760354325839,0.3444305953321091,2.4693942523104826
Philadelphia,India,2024-02-06,226048,736706,161815,31023,479635,65.10534731629714,4.2110421253525825,7.49759309579784
Philadelphia,India,2024-02-07,59498,60069,19773,2425,-1854,-3.0864505818308947,4.037024088964357,0.9645591279610868
Philadelphia,India,2024-02-08,12160,31431,8326,492,18779,59.746746842289454,1.5653335878591201,3.0690319821429615
Philadelphia,India,2024-02-09,11817,11967,10600,230,-80,-0.6685050555694827,1.921952034762263,0.9394082834662729
Philadelphia,International,2024-02-10,141339,188834,76133,9337,38158,20.20716608237923,4.944554476418442,3.0882508307174605
Philadelphia,International,2024-02-11,25091,36517,17612,1611,9815,26.877892488430042,4.411643891885971,0.6659853069966666
Philadelphia,India,2024-02-12,214596,341168,210700,2271,124301,36.43395629132861,0.6656544576279135,3.7175183782166985
Philadelphia,India,2024-02-13,66726,614053,61115,5489,541838,88.23961449581714,0.8938967808967629,7.188230394037889
Philadelphia,International,2024-02-14,232224,371723,137926,7425,132074,35.53022008323402,1.9974550942502884,4.394899300134606
Philadelphia,India,2024-02-15,278488,753564,129141,31978,443098,58.800314240064544,4.243567898678811,9.820873872764345
Philadelphia,India,2024-02-16,252848,336359,92125,5362,78149,23.233806736255012,1.5941300812524712,8.48703449981202
Philadelphia,International,2024-02-17,233865,276785,13602,7514,35406,12.791878172588833,2.714742489658038,6.294148694132138
Philadelphia,India,2024-02-18,121176,266255,103947,12694,132385,49.72113199752117,4.767609997934311,8.568370450441638
Philadelphia,International,2024-02-19,171213,200237,160078,4390,24634,12.302421630368015,2.1924020036257033,8.6005622405436
Philadelphia,India,2024-02-20,11540,38682,3541,579,26563,68.67018251383072,1.4968202264619204,1.8052797502234315
Philadelphia,India,2024-02-21,26202,100091,5804,759,73130,73.06351220389445,0.7583099379564596,2.2244416782732515
Philadelphia,India,2024-02-22,141965,540103,44127,12748,385390,71.35490823046715,2.3602905371753167,7.6038352061949865
Philadelphia,International,2024-02-23,16434,24682,4993,496,7752,31.4075034438052,2.0095616238554412,0.380815196319167
Philadelphia,International,2024-02-24,348156,640418,86775,2003,290259,45.32336692597647,0.31276447570180727,7.340288454683474
Philadelphia,India,2024-02-25,55816,428255,14331,18073,354366,82.74649449510221,4.22014921016684,6.340720661683676
Philadelphia,International,2024-02-26,9826,13415,9376,206,3383,25.21803950801342,1.5355944837868059,1.4960760762770178
Philadelphia,International,2024-02-27,115097,839054,61830,40723,683234,81.4290856130833,4.853442090735519,8.839426403447808
Philadelphia,India,2024-02-28,130470,270474,66253,8657,131347,48.56178412712497,3.2006773294290762,4.850555356792192
Philadelphia,India,2024-02-29,11711,43360,5909,2041,29608,68.28413284132841,4.707103321033211,0.8636954692639148
Philadelphia,International,2024-03-01,11299,24541,153,45,13197,53.77531477934885,0.18336661097754778,0.5600372430129414
Philadelphia,International,2024-03-02,82956,509402,59023,8569,417877,82.03285420944559,1.6821685034609208,7.476159012904322
Philadelphia,India,2024-03-03,167306,179478,72527,8708,3464,1.9300415649828948,4.851848137376169,6.228470967603123
Philadelphia,International,2024-03-04,10048,457406,4463,6798,440560,96.31705749378014,1.4862070020944194,9.397808494323995
Philadelphia,India,2024-03-05,10833,89562,9415,1416,77313,86.3234407449588,1.5810276679841897,7.162513285461686
Philadelphia,India,2024-03-06,44746,119195,12338,5781,68668,57.609799068752885,4.850035655858047,1.454467935873333
Philadelphia,India,2024-03-07,292395,378127,121638,1559,84173,22.260510357631166,0.4122953399254748,5.742141147878505
Philadelphia,International,2024-03-08,114845,131285,38527,5244,11196,8.528011577864952,3.9943634078531436,4.111501116777467
Philadelphia,International,2024-03-09,186682,264997,72638,10909,67406,25.436514375634438,4.116650377174081,7.14533588986459
Philadelphia,International,2024-03-10,48531,252224,44846,3284,200409,79.45675272773408,1.302017254503933,4.693133270813796
Philadelphia,India,2024-03-11,239289,757919,82102,8892,509738,67.25494412991362,1.1732124409072737,9.842053224967412
Philadelphia,India,2024-03-12,150643,180937,42957,1444,28850,15.944776358622063,0.7980678357660401,7.66959413720298
Philadelphia,India,2024-03-13,102597,114151,1510,4569,6985,6.119087874832458,4.002593056565427,1.7403629863787868
Philadelphia,International,2024-03-14,59809,96090,27850,1130,35151,36.581330003122076,1.1759808512852534,3.187932767098437
Philadelphia,India,2024-03-15,379551,453925,284879,9132,65242,14.372858952470121,2.0117860880101337,5.854856819294295
Philadelphia,India,2024-03-16,294606,642955,19827,301,348048,54.1325598214494,0.04681509592428708,7.572640009422295
Philadelphia,India,2024-03-17,156407,514636,32864,16963,341266,66.31211186158761,3.2961160898188235,9.710893743534859
Philadelphia,India,2024-03-18,27699,116695,1469,5415,83581,71.6234628733022,4.640301641030035,5.55594437723384
Philadelphia,India,2024-03-19,1717,13297,1397,134,11446,86.07956681958336,1.0077461081446941,0.4754623931666718
Philadelphia,International,2024-03-20,164621,333552,9579,16416,152515,45.72450472490047,4.921571449129371,9.439708345750205
Philadelphia,International,2024-03-21,33947,434963,17722,20293,380723,87.52997381386463,4.665454303009682,6.097155147810416
Philadelphia,International,2024-03-22,15625,85371,7775,1712,68034,79.69216712935307,2.0053648194351714,1.584238192998666
Philadelphia,International,2024-03-23,79632,441836,78018,13914,348290,78.82789089164305,3.14913225721761,8.39839116815182
Philadelphia,India,2024-03-24,27020,115047,1260,1632,86395,75.09539579476214,1.4185506792875955,3.408224388769897
Philadelphia,India,2024-03-25,4982,93889,3015,1285,87622,93.32509665669035,1.3686374335651674,2.364386306912145
Philadelphia,International,2024-03-26,92299,100387,28696,682,7406,7.377449271319991,0.6793708348690568,7.679420694740981
Philadelphia,India,2024-03-27,83453,529249,22674,26458,419338,79.23264852649699,4.999159185940833,5.867770308482878
Philadelphia,India,2024-03-28,170294,226172,37443,694,55184,24.39912986576588,0.3068461171144085,5.929768896530551
Philadelphia,India,2024-03-29,153325,271000,105423,8839,108836,40.16088560885609,3.2616236162361623,9.008254353213987
Philadelphia,International,2024-03-30,39135,96286,19962,1412,55739,57.88899736202563,1.4664644912032903,4.832470087529109
Philadelphia,India,2024-03-31,5347,10739,113,437,4955,46.140236521091346,4.069280193686563,0.360399483312185
Philadelphia,India,2024-04-01,540257,786912,256129,10673,235982,29.98835956244154,1.3563143019803994,9.749293716627081
Philadelphia,India,2024-04-02,7529,12594,4281,488,4577,36.34270287438463,3.874861044942036,1.3087068388609242
Philadelphia,India,2024-04-03,402883,516910,75831,19999,94028,18.190400650016443,3.8689520419415375,5.367793157977046
Philadelphia,India,2024-04-04,45718,60101,7895,1976,12407,20.643583301442572,3.28779887189897,0.76576620769451
Philadelphia,India,2024-04-05,15173,51787,6387,1046,35568,68.68132929113484,2.0198119219109043,8.271758749021675
Philadelphia,International,2024-04-06,41650,43599,32165,1054,895,2.05279937613248,2.4174866396018255,1.9347804284483148
Philadelphia,International,2024-04-07,25902,87230,17324,3024,58304,66.83939011807864,3.4666972371890403,8.695262113856797
Philadelphia,International,2024-04-08,263244,279837,48528,5526,11067,3.954802259887006,1.9747209982954361,5.750957681178482
Philadelphia,India,2024-04-09,21627,207493,19703,5391,180475,86.97883784031268,2.598159937925617,5.251260408285984
Philadelphia,India,2024-04-10,38701,72065,7922,88,33276,46.174980920002774,0.12211198223825712,1.448743353602137
Philadelphia,India,2024-04-11,256777,530995,36536,18395,255823,48.17804310775055,3.4642510758105067,9.450282060650737
Philadelphia,India,2024-04-12,7674,131116,2632,63,123379,94.09911833796028,0.048049055797919404,1.700530238702743
Philadelphia,International,2024-04-13,68458,131526,23986,4004,59064,44.906710460289226,3.044265012240926,7.110854966693717
Philadelphia,India,2024-04-14,103847,159313,10431,7381,48085,30.182722062857394,4.633018021128219,8.398327640895095
Philadelphia,International,2024-04-15,34232,250929,28912,10589,206108,82.13797528384524,4.219918781806806,3.4099016230016876
Philadelphia,India,2024-04-16,57163,178009,31393,1672,119174,66.94830036683538,0.9392783510946076,3.1503820795505586
Philadelphia,International,2024-04-17,136447,242541,100551,553,105541,43.51470473033425,0.22800268820529312,4.900084469236813
Philadelphia,International,2024-04-18,1204,16990,640,734,15052,88.59329017068865,4.320188346085932,0.35784836875695186
Philadelphia,India,2024-04-19,197929,422568,13765,2756,221883,52.508235360936,0.652202722402075,9.889445599132584
Philadelphia,India,2024-04-20,72239,85973,42703,2006,11728,13.641492096355833,2.333290684284601,5.739997916928163
Philadelphia,International,2024-04-21,509572,659372,185336,8518,141282,21.42675151507798,1.2918352614305735,8.81251938763086
Philadelphia,International,2024-04-22,5228,50533,773,2382,42923,84.94053390853502,4.713751409969722,2.4815052163515245
Philadelphia,India,2024-04-23,241704,407589,187752,15135,150750,36.98578715323524,3.713299426628295,9.69945859092762
Philadelphia,International,2024-04-24,152393,527053,104118,24308,350352,66.47377019009474,4.612059887715278,8.237293338184564
Philadelphia,India,2024-04-25,94236,104453,1704,4592,5625,5.385197170019051,4.396235627507108,1.2213346834472103
Philadelphia,International,2024-04-26,344460,542803,16218,16095,182248,33.57534869925185,2.9651641571619907,7.977081741563084
Philadelphia,India,2024-04-27,105808,234744,52839,10130,118806,50.61087823330948,4.315339263197355,2.9500595870715847
Philadelphia,International,2024-04-28,118628,122464,66729,3362,474,0.38705252155735564,2.745296576953227,3.8141083138990215
Philadelphia,International,2024-04-29,1407,205919,1322,2399,202113,98.15170042589561,1.1650211976553888,8.115766900737052
Philadelphia,India,2024-04-30,87711,155308,840,1400,66197,42.62304581863137,0.9014345687279471,5.773860000215626
Philadelphia,International,2024-05-01,92783,598990,74966,2157,504050,84.14998580944591,0.3601061787342026,9.389510190139971
Philadelphia,International,2024-05-02,350221,604988,132578,2724,252043,41.66082633043961,0.45025686459896724,7.224229854954888
Philadelphia,International,2024-05-03,22046,25981,10352,640,3295,12.682344790423771,2.463338593587622,0.4065224469831734
Philadelphia,India,2024-05-04,106723,126981,13621,3256,17002,13.389404714091086,2.5641631425173848,4.037685188953785
Philadelphia,India,2024-05-05,58690,168999,46992,5908,104401,61.776105184054344,3.4958786738383067,5.126306571326912
Philadelphia,International,2024-05-06,95687,97559,57267,1370,502,0.5145604198485019,1.4042784366383418,7.6068446709436754
Philadelphia,India,2024-05-07,22749,61036,6233,1386,36901,60.45776263188938,2.2707910085850975,1.8711409404203048
Philadelphia,India,2024-05-08,137583,476580,115856,18100,320897,67.33329136766125,3.797893323261572,9.035217784238817
Philadelphia,India,2024-05-09,370480,378237,295233,6862,895,0.23662412720067047,1.8142064367050288,6.5210734892054205
Philadelphia,International,2024-05-10,20183,109165,19077,559,88423,80.99940457106214,0.5120688865478862,1.4337747500662612
Philadelphia,International,2024-05-11,253659,428757,238344,6066,169032,39.423729525115625,1.4147873970570743,5.451319274011826
Philadelphia,India,2024-05-12,602523,647639,587977,24708,20408,3.1511382112565793,3.8150883439694026,8.895218819369532
Philadelphia,International,2024-05-13,69304,429528,19061,2034,358190,83.39153675662587,0.47354305190814105,9.843432028600239
Philadelphia,International,2024-05-14,253163,313084,195305,13907,46014,14.697014219825988,4.44193890457513,9.696422360702426
Philadelphia,International,2024-05-15,563632,677638,46206,7117,106889,15.773761211738421,1.0502657761223544,9.403824571887
Philadelphia,International,2024-05-16,108507,814163,42402,38427,667229,81.95275393256632,4.719816547792027,8.161801893379488
Philadelphia,India,2024-05-17,138488,803737,74348,12785,652464,81.17879356058015,1.5906944684641866,9.849329474988854
Philadelphia,International,2024-05-18,143300,205619,15415,20,62299,30.298270101498403,0.009726727588403795,2.072391542601752
Philadelphia,India,2024-05-19,446691,453952,312251,4473,2788,0.6141618497109826,0.9853464683490765,5.997068523752686
Philadelphia,International,2024-05-20,377442,511945,67858,17589,116914,22.83721884186778,3.435720634052486,5.475587113917603
Philadelphia,International,2024-05-21,199071,237396,109702,5506,32819,13.824580026622185,2.319331412492207,3.601302680178909
Philadelphia,India,2024-05-22,127119,382318,95083,10800,244399,63.92558027610523,2.824873534596854,5.062326714837057
Philadelphia,India,2024-05-23,66689,187505,24703,7250,113566,60.56691821551426,3.8665635583051117,5.071765598171075
Philadelphia,India,2024-05-24,22594,72579,4163,1546,48439,66.73969054409677,2.130092726546246,3.7923668812812923
Philadelphia,India,2024-05-25,528156,533636,274397,8220,-2740,-0.5134586122375552,1.5403758367126656,5.61135157888007
Philadelphia,India,2024-05-26,31661,150461,18020,3512,115288,76.62317809930813,2.3341596825755513,6.230960620060529
Philadelphia,India,2024-05-27,586893,598644,465197,22630,-10879,-1.8172737052405101,3.7802099411336285,6.727012047388575
Philadelphia,India,2024-05-28,14458,30563,7172,1285,14820,48.49000425350914,4.20443019337107,4.4773080191028685
Philadelphia,India,2024-05-29,107001,297514,78697,9848,180665,60.72487345133338,3.3100963316012018,5.347293516114097
Philadelphia,International,2024-05-30,463383,588407,440987,5278,119746,20.350879578251106,0.896998166235276,7.322333785684908
Philadelphia,India,2024-05-31,156095,210629,58585,4227,50307,23.88417549340309,2.006846160785077,7.538370246935319
Philadelphia,India,2024-06-01,112685,112934,40493,2124,-1875,-1.660261745798431,1.8807445056404626,1.7743674650382804
Philadelphia,International,2024-06-02,30675,109512,11409,3017,75820,69.23442179852437,2.7549492293082034,8.292989897291783
Philadelphia,India,2024-06-03,113828,125527,42654,4336,7363,5.865670333872394,3.454236937073299,4.416257620363751
Philadelphia,India,2024-06-04,56111,174574,8888,4491,113972,65.28578138783553,2.572548031207396,4.6055422475016625
Philadelphia,International,2024-06-05,120940,158756,14970,5070,32746,20.626621985940687,3.193580085162136,4.67595184791051
Philadelphia,International,2024-06-06,31737,56528,21753,392,24399,43.16268044155109,0.6934616473252194,2.9085221221180015
Philadelphia,India,2024-06-07,652795,946107,91843,30795,262517,27.74707300548458,3.2549172556592434,9.503124175413458
Philadelphia,India,2024-06-08,34416,50683,5641,249,16018,31.604285460608097,0.4912889923643036,0.8233640912339983
Philadelphia,International,2024-06-09,47408,79965,40312,3564,28993,36.25711248671294,4.456949915588069,1.228058805534089
Philadelphia,India,2024-06-10,114588,186383,60328,2337,69458,37.26627428467189,1.2538697198778859,3.536967240786774
Philadelphia,India,2024-06-11,6854,21554,1289,587,14113,65.47740558597012,2.723392409761529,1.3175573657655146
Philadelphia,India,2024-06-12,208934,512224,96646,1179,302111,58.98025082776286,0.23017273692759418,8.619645746129839
Philadelphia,International,2024-06-13,9349,27487,6375,1182,16956,61.6873431076509,4.300214646924001,1.5593275722494493
Philadelphia,India,2024-06-14,1546,4370,1186,193,2631,60.20594965675057,4.416475972540046,0.24234801396634414
Philadelphia,International,2024-06-15,88674,102485,28984,3518,10293,10.043420988437331,3.432697467922135,5.248911651728553
Philadelphia,International,2024-06-16,10392,11695,7388,182,1121,9.585292860196665,1.5562206070970501,0.2623163056892246
Philadelphia,India,2024-06-17,289646,826205,67786,13700,522859,63.28441488492565,1.658184106849995,9.614461496246461
Philadelphia,India,2024-06-18,35201,64132,20394,44,28887,45.04303623775962,0.0686084949791056,4.828671460301924
Philadelphia,International,2024-06-19,2570,222899,206,7507,212822,95.47911834508007,3.3678930816199264,6.1970613175417375
Philadelphia,International,2024-06-20,92774,242708,9290,3182,146752,60.464426388911775,1.3110404271799858,3.42462786443323
Philadelphia,International,2024-06-21,312467,336698,95909,6461,17770,5.277726627422794,1.9189303173764025,9.592103831223552
Philadelphia,India,2024-06-22,63853,64162,19209,1604,-1295,-2.0183286057167793,2.4999220722546056,2.2262571489738057
Philadelphia,India,2024-06-23,211173,517314,150974,20397,285744,55.23608485368654,3.942866421554414,5.602038814050265
Philadelphia,International,2024-06-24,146774,210821,98369,4437,59610,28.275171828233432,2.1046290454935703,2.8764711452372267
Philadelphia,International,2024-06-25,185912,394995,126854,12936,196147,49.65809693793592,3.2749781642805607,6.131398622327143
Philadelphia,India,2024-06-26,49674,77895,25234,3532,24689,31.695230759355542,4.534309005712819,0.9155825700442117
Philadelphia,India,2024-06-27,585995,657364,46594,10145,61224,9.313561436281876,1.543284998874292,9.646690779333584
Philadelphia,India,2024-06-28,298917,632007,132530,15240,317850,50.29216448551994,2.411365696898927,7.804982808851296
San Antonio,International,2024-01-01,111333,141588,34329,2524,27731,19.58569935305252,1.7826369466338956,6.311507307659904
San Antonio,India,2024-01-02,41654,384439,41253,13468,329317,85.66170445766429,3.503286607238079,4.265511115943782
San Antonio,India,2024-01-03,26816,76454,23935,2619,47019,61.49972532503205,3.425589243205064,2.7482971873575597
San Antonio,International,2024-01-04,12579,109224,3859,4988,91657,83.91653848970923,4.5667618838350545,1.4241716975473642
San Antonio,India,2024-01-05,3404,5651,1820,173,2074,36.70146876658998,3.061405061051141,0.1604566270205439
San Antonio,India,2024-01-06,48486,592282,8825,13276,530520,89.57219702776717,2.241499826096353,6.015484325190532
San Antonio,India,2024-01-07,350490,526152,302350,5791,169871,32.28553725919506,1.1006325168392403,5.988979818187945
San Antonio,International,2024-01-08,39165,80176,33700,849,40162,50.09229694671722,1.058920375174616,7.298195022087745
San Antonio,International,2024-01-09,81862,689642,80339,1609,606171,87.89647382265001,0.23330945621061364,8.512326940343035
San Antonio,India,2024-01-10,319016,394118,81167,11372,63730,16.17028402661132,2.8854302518535055,7.522274726654815
San Antonio,International,2024-01-11,291572,324151,238600,1892,30687,9.466884260730339,0.5836785942354026,8.67795864201811
San Antonio,International,2024-01-12,25394,32734,11389,865,6475,19.780656198448096,2.6425123724567725,0.5026347093727538
San Antonio,International,2024-01-13,87748,93917,48996,1236,4933,5.2525101951723325,1.3160556661733234,6.714606523071115
San Antonio,International,2024-01-14,554547,753067,351230,3852,194668,25.850023968650866,0.5115082721723299,9.631865258996102
San Antonio,India,2024-01-15,261234,351583,1892,5840,84509,24.036713948057784,1.6610586973772907,8.158133432770226
San Antonio,India,2024-01-16,5344,875063,4589,12530,857189,97.95740420975405,1.4318969034229534,9.32184765532995
San Antonio,International,2024-01-17,450955,500493,411784,2085,47453,9.48125148603477,0.41658924300639566,8.222777461421408
San Antonio,India,2024-01-18,28256,81446,19124,206,52984,65.0541463055276,0.2529283206050635,1.5934625891585614
San Antonio,International,2024-01-19,549922,799142,75923,33090,216130,27.04525603709979,4.140690890980577,9.683116638890713
San Antonio,International,2024-01-20,115512,268270,48413,3640,149118,55.585044917433926,1.3568419875498565,6.58850608135787
San Antonio,India,2024-01-21,217167,260292,104895,4918,38207,14.678514898652285,1.8894165014675823,8.496994458992825
San Antonio,International,2024-01-22,57066,66834,52912,3089,6679,9.993416524523447,4.6218990334261,4.317171340038771
San Antonio,International,2024-01-23,189326,499524,160019,24832,285366,57.12758546135921,4.971132518157286,7.334075074416363
San Antonio,India,2024-01-24,211542,321194,24065,12051,97601,30.386931262725952,3.7519380810351373,6.605193893412964
San Antonio,India,2024-01-25,79777,124511,71637,5579,39155,31.447020745155047,4.4807286103235855,7.817816391099903
San Antonio,India,2024-01-26,71494,82239,61205,365,10380,12.621748805311347,0.44382835394399256,6.729764430831271
San Antonio,India,2024-01-27,115332,145903,56203,1996,28575,19.58492971357683,1.3680321857672564,4.208112404764212
San Antonio,India,2024-01-28,3822,71276,3635,863,66591,93.42695998653123,1.210786239407374,4.655057107328338
San Antonio,India,2024-01-29,2790,11352,2182,239,8323,73.31747709654687,2.1053558844256517,0.8918813810333788
San Antonio,International,2024-01-30,127857,742331,71284,35392,579082,78.00859724300885,4.767684496538606,8.55442382259721
San Antonio,International,2024-01-31,234042,288566,35120,4017,50507,17.502755002321827,1.39205589016031,6.19745316086949
San Antonio,International,2024-02-01,3146,3150,2868,152,-148,-4.698412698412699,4.825396825396826,0.46640824195186664
San Antonio,International,2024-02-02,16013,47381,3139,2298,29070,61.353707182203834,4.850045376838817,0.6228650266302701
San Antonio,International,2024-02-03,47421,119254,8928,4156,67677,56.75029768393512,3.4849984067620374,2.1630514235756535
San Antonio,India,2024-02-04,68832,164050,27621,8111,87107,53.09783602560195,4.944224321853094,5.2102703782551485
San Antonio,International,2024-02-05,51418,52728,6872,1545,-235,-0.4456835078136853,2.9301319981793355,6.818596218529232
San Antonio,India,2024-02-06,109705,131324,69694,542,21077,16.04961773933173,0.4127196856629405,1.4394474408879405
San Antonio,India,2024-02-07,1229,23033,324,253,21551,93.56575348413146,1.0984240003473278,3.3648494268960056
San Antonio,International,2024-02-08,61198,86162,44449,402,24562,28.506766323901488,0.46656298600311047,2.3813998635757097
San Antonio,India,2024-02-09,20259,76549,6553,1729,54561,71.27591477354375,2.2586839801956913,1.4730014832193017
San Antonio,International,2024-02-10,17319,20814,10211,719,2776,13.337176900163353,3.4544056884789085,3.3374649441110114
San Antonio,International,2024-02-11,72656,178443,7049,8313,97474,54.62472610301329,4.658630487046284,8.654723375071963
San Antonio,International,2024-02-12,42791,848711,25654,9373,796547,93.85373819827952,1.1043806431164438,9.449501048984569
San Antonio,India,2024-02-13,143132,272138,136197,5696,123310,45.31156986528894,2.093055729078629,5.0496863545390545
San Antonio,International,2024-02-14,224184,251719,119103,11306,16229,6.447268581235425,4.4915163336895505,4.779776596015369
San Antonio,India,2024-02-15,111767,727913,92452,17431,598715,82.2509008631526,2.394654306215166,8.607018183198393
San Antonio,India,2024-02-16,208420,305933,177841,14789,82724,27.039907430711953,4.834064975010868,3.377202050918386
